Az_deg,El_deg,Gain_dBi,Gain_linear
10,-60,-1.78528973590084,0.662935119037987
10,-55,-0.395989741692579,0.91285337554537
10,-50,0.895646751480968,1.22903620106117
10,-45,2.13012361395917,1.63309843038448
10,-40,3.34879489606835,2.16211848409198
10,-35,4.57962625377534,2.87053353830607
10,-30,5.8202091970092,3.81962669306274
10,-25,7.03101182968697,5.04778888459266
10,-20,8.14576914444861,6.52494588898053
10,-15,9.09120081513225,8.11185317887468
10,-10,9.8033457652474,9.55728587104655
10,-5,10.2353010821053,10.556746871391
10,0,10.3586617522538,10.8609090081486
10,5,10.1627105369336,10.3817616452081
10,10,9.654020468609,9.23425890433353
10,15,8.85741775767959,7.68673264124524
10,20,7.81768691166097,6.050185510399
10,25,6.59940235296165,4.57025292521172
10,30,5.2801008440543,3.37295140629108
10,35,3.93287040918373,2.47335833681972
10,40,2.60283930073884,1.82089091915496
10,45,1.29296029276264,1.34677804907635
10,50,-0.0292147818170523,0.993295623182312
10,55,-1.41094372376349,0.722612762478415
10,60,-2.89636231015663,0.513291141282355
10,65,-4.51900644254079,0.353263978535787
10,70,-6.30204933408734,0.234312288951956
10,75,-8.26049730563594,0.14926234811879
10,80,-10.4007067860795,0.0911862427588456
10,85,-12.7135565989628,0.0535358053331226
10,90,-15.1579386515201,0.0304934199511367
15,-90,-14.1882309454662,0.0381221078311473
15,-85,-11.4200068874147,0.0721106335589665
15,-80,-9.03659636999805,0.124836149030456
15,-75,-6.94186416330924,0.202215100534944
15,-70,-5.07427316076285,0.310865612675267
15,-65,-3.39362014714229,0.457760152649677
15,-60,-1.87095789485324,0.649986311314178
15,-55,-0.48155204456121,0.895044844898463
15,-50,0.799789334244608,1.20220611709024
15,-45,2.0005550398221,1.58509575894245
15,-40,3.14815378944882,2.06450233755158
15,-35,4.2625799089507,2.66844337186259
15,-30,5.34655630220207,3.42496099740505
15,-25,6.3792470516429,4.3443489846193
15,-20,7.31879306180801,5.39360709142946
15,-15,8.11267868872515,6.47541890529194
15,-10,8.70985270642836,7.4299393838547
15,-5,9.06949123815768,8.07140470832657
15,0,9.16536914022503,8.25157618979718
15,5,8.98742314476542,7.92031244961113
15,10,8.54230106354413,7.14874994732087
15,15,7.85364839424945,6.10049168373263
15,20,6.96145651742017,4.96758894293972
15,25,5.91842942972041,3.90699578750696
15,30,4.78105926386224,3.00680958764165
15,35,3.59576895683833,2.28863689913251
15,40,2.38585724092032,1.73215090110699
15,45,1.147418387504,1.30239235647551
15,50,-0.143404965857172,0.967519002286953
15,55,-1.51807640518778,0.705005263626304
15,60,-3.00608465894555,0.500485539677937
15,65,-4.63100072002907,0.344270593311847
15,70,-6.41038713951833,0.228539506922284
15,75,-8.35632026384318,0.146005082362016
15,80,-10.4735893203342,0.0896687401546642
15,85,-12.7530411178351,0.0530512826104165
15,90,-15.1579386515201,0.0304934199511367
20,-90,-14.1882309454662,0.0381221078311473
20,-85,-11.4707425780949,0.071273115342434
20,-80,-9.12463145523074,0.122331092550676
20,-75,-7.05516930122305,0.197007640613819
20,-70,-5.20193964055901,0.301860325450612
20,-65,-3.52658090996529,0.443958023248533
20,-60,-2.0034641123554,0.630454267478224
20,-55,-0.613675763864251,0.868225273267076
20,-50,0.658606391519618,1.16375253269193
20,-45,1.82777819660456,1.52327326436919
20,-40,2.90652139800405,1.95277470018431
20,-35,3.9036558232042,2.45677612130855
20,-30,4.8209210067628,3.03453464864564
20,-25,5.6503532969137,3.67312179989242
20,-20,6.37406030905558,4.33916366205876
20,-15,6.96707109726744,4.97401521876493
20,-10,7.40230122931141,5.49832140434899
20,-5,7.65584696942926,5.82887439539006
20,0,7.71121936112769,5.90366813176554
20,5,7.56201272345287,5.70428574272484
20,10,7.21304393814041,5.2638607726434
20,15,6.67997687092805,4.65583613973707
20,20,5.98715340996011,3.96931294942545
20,25,5.16330802074094,3.28345298475571
20,30,4.23551737121955,2.65186698878867
20,35,3.22304130647192,2.10041025807842
20,40,2.13355968856002,1.63439102531827
20,45,0.963413197344881,1.24836424040067
20,50,-0.298851329640255,0.93350117092269
20,55,-1.66801406881879,0.681080730426711
20,60,-3.15890896383554,0.483180171490919
20,65,-4.78494636727855,0.332280888652185
20,70,-6.55765081734809,0.220919940846592
20,75,-8.48575543960188,0.141717817696432
20,80,-10.5722258576895,0.0876551453503507
20,85,-12.8075797491789,0.0523892311710144
20,90,-15.1579386515201,0.0304934199511367
25,-90,-14.1882309454662,0.0381221078311473
25,-85,-11.5393319434052,0.0701563208582711
25,-80,-9.24256049229553,0.119053988835135
25,-75,-7.20694702769041,0.19024151561842
25,-70,-5.37407890767559,0.29012964675139
25,-65,-3.7079416653032,0.425800172917795
25,-60,-2.18650418089953,0.604434968762558
25,-55,-0.796406063273621,0.832452369210085
25,-50,0.470110683534359,1.11432293266979
25,-45,1.61686297134777,1.45106309610718
25,-40,2.64461126946727,1.83848938604794
25,-35,3.55168178533451,2.26552145047158
25,-30,4.33473858961776,2.71315033738567
25,-25,4.98991195839677,3.15494066473336
25,-20,5.51416147115827,3.55972252846921
25,-15,5.90643066550162,3.89621636856953
25,-10,6.16803612017794,4.13812506472061
25,-5,6.30197216106565,4.26773275480224
25,0,6.31136283186949,4.27697077993163
25,5,6.1978580954186,4.16663837618016
25,10,5.96090600601302,3.94539600603728
25,15,5.59831828937479,3.62937487932638
25,20,5.10771343156522,3.2416889689055
25,25,4.48791438390022,2.81055079305224
25,30,3.73953654060928,2.36566723072827
25,35,2.864595567407,1.93401374704795
25,40,1.86551074895593,1.53656548940444
25,45,0.744059219423952,1.18687756853158
25,50,-0.499349655281792,0.891384410642574
25,55,-1.86602760635815,0.650724621346336
25,60,-3.35911116491555,0.461411998326874
25,65,-4.98344126021957,0.31743577779874
